title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Four Rooms",movie,Comedy,1995,tt0113101,6.7,112645,DE
"Forrest Gump",movie,"Drama, Romance",1994,tt0109830,8.8,2320505,"AU, CA, DE, US"
"American Beauty",movie,Drama,1999,tt0169547,8.3,1230251,"AT, CH, DE, FR, GB, IE, IT"
"Citizen Kane",movie,"Drama, Mystery",1941,tt0033467,8.3,473939,"DE, GB"
Metropolis,movie,"Drama, Sci-Fi",1927,tt0017136,8.3,190156,GB
"Kill Bill: Vol. 1",movie,"Action, Crime, Thriller",2003,tt0266697,8.2,1223205,"BR, CL, CO, MX"
"Apocalypse Now",movie,"Drama, Mystery, War",1979,tt0078788,8.4,726050,DE
Unforgiven,movie,"Drama, Western",1992,tt0105695,8.2,444402,US
"Eternal Sunshine of the Spotless Mind",movie,"Drama, Romance, Sci-Fi",2004,tt0338013,8.3,1106220,AU
"Amores Perros",movie,"Drama, Thriller",2000,tt0245712,8,256780,"IN, US"
"12 Monkeys",movie,"Mystery, Sci-Fi, Thriller",1995,tt0114746,8,656154,AU
"Talk to Her",movie,"Drama, Mystery, Romance",2002,tt0287467,7.9,118788,DE
"Million Dollar Baby",movie,"Drama, Sport",2004,tt0405159,8.1,733391,DE
"Billy Elliot",movie,"Drama, Music",2000,tt0249462,7.7,146021,AU
"War of the Worlds",movie,"Action, Adventure, Sci-Fi",2005,tt0407304,6.5,483261,"CA, US"
"Miami Vice",movie,"Action, Crime, Drama",2006,tt0430357,6.1,125937,"AU, US"
"Open Water",movie,"Adventure, Drama, Horror",2003,tt0374102,5.8,57367,IN
"Raiders of the Lost Ark",movie,"Action, Adventure",1981,tt0082971,8.4,1055049,"AR, AU, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
"Indiana Jones and the Temple of Doom",movie,"Action, Adventure",1984,tt0087469,7.5,543657,"AR, AU, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Dirty Dancing",movie,"Drama, Music, Romance",1987,tt0092890,7.1,263615,IN
"Indiana Jones and the Last Crusade",movie,"Action, Adventure",1989,tt0097576,8.2,824644,"AR, AU, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
"Beverly Hills Cop",movie,"Action, Comedy, Crime",1984,tt0086960,7.4,219976,US
"Beverly Hills Cop II",movie,"Action, Comedy, Crime",1987,tt0092644,6.6,141202,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Gladiator,movie,"Action, Adventure, Drama",2000,tt0172495,8.5,1679923,"AU, CA, US"
"All About My Mother",movie,"Comedy, Drama, Romance",1999,tt0185125,7.8,104852,DE
"Lock, Stock and Two Smoking Barrels",movie,"Action, Comedy, Crime",1998,tt0120735,8.1,626081,"BR, CL, CO, IN, MX"
"Léon: The Professional",movie,"Action, Crime, Drama",1994,tt0110413,8.5,1275522,DE
"Taxi Driver",movie,"Crime, Drama",1976,tt0075314,8.2,950626,US
"Run Lola Run",movie,"Action, Crime, Thriller",1998,tt0130827,7.6,210606,"DE, GB"
"Back to the Future",movie,"Adventure, Comedy, Sci-Fi",1985,tt0088763,8.5,1343580,AU
Snatch,movie,"Comedy, Crime",2000,tt0208092,8.2,928412,"AU, US"
"Three Colors: Blue",movie,"Drama, Music, Mystery",1993,tt0108394,7.8,112869,DE
"Three Colors: White",movie,"Comedy, Drama, Romance",1994,tt0111507,7.6,81353,DE
"Three Colors: Red",movie,"Drama, Mystery, Romance",1994,tt0111495,8.1,112012,DE
Scarface,movie,"Crime, Drama",1983,tt0086250,8.3,940694,AU
"Italian for Beginners",movie,"Comedy, Drama, Romance",2000,tt0243862,7,14054,DE
"The Untouchables",movie,"Crime, Drama, Thriller",1987,tt0094226,7.8,337226,US
"O Brother, Where Art Thou?",movie,"Comedy, Crime, Drama",2000,tt0190590,7.7,336668,DE
"Groundhog Day",movie,"Comedy, Drama, Fantasy",1993,tt0107048,8,699875,DE
"Bad Education",movie,"Crime, Drama",2004,tt0275491,7.4,64193,DE
"Donnie Darko",movie,"Drama, Mystery, Sci-Fi",2001,tt0246578,8,866966,"CA, DE, US"
"Brokeback Mountain",movie,"Drama, Romance",2005,tt0388795,7.7,393494,"AU, IT"
"Wings of Desire",movie,"Drama, Fantasy, Romance",1987,tt0093191,7.9,79211,"DE, GB"
"Crouching Tiger, Hidden Dragon",movie,"Action, Adventure, Drama",2000,tt0190332,7.9,284908,"DE, GB"
"The 400 Blows",movie,"Crime, Drama",1959,tt0053198,8,129885,"DE, GB"
"48 Hrs.",movie,"Action, Comedy, Crime",1982,tt0083511,6.9,87714,"AT, CH, DE, FR, GB, IE, IT, US"
"Star Trek: The Motion Picture",movie,"Adventure, Mystery, Sci-Fi",1979,tt0079945,6.4,98265,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Lost in Translation",movie,"Comedy, Drama",2003,tt0335266,7.7,502488,AU
"Star Trek II: The Wrath of Khan",movie,"Action, Adventure, Sci-Fi",1982,tt0084726,7.7,131110,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Star Trek III: The Search for Spock",movie,"Action, Adventure, Sci-Fi",1984,tt0088170,6.6,87521,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Breakfast at Tiffany's",movie,"Comedy, Drama, Romance",1961,tt0054698,7.6,195619,"AT, CH, DE, FR, GB, IE, IT, US"
"Back to the Future Part II",movie,"Adventure, Comedy, Sci-Fi",1989,tt0096874,7.8,586328,AU
"Star Trek IV: The Voyage Home",movie,"Action, Adventure, Comedy",1986,tt0092007,7.3,92951,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Star Trek V: The Final Frontier",movie,"Action, Adventure, Fantasy",1989,tt0098382,5.5,65287,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Star Trek VI: The Undiscovered Country",movie,"Action, Adventure, Sci-Fi",1991,tt0102975,7.2,82127,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"The Big Blue",movie,"Adventure, Drama, Sport",1988,tt0095250,7.5,56092,DE
Saw,movie,"Horror, Mystery, Thriller",2004,tt0387564,7.6,480545,IN
"Blown Away",movie,"Action, Crime, Drama",1994,tt0109303,6.2,34504,"CL, CO, MX"
"Minority Report",movie,"Action, Crime, Mystery",2002,tt0181689,7.6,593895,"CA, FR, US"
"Jackie Brown",movie,"Crime, Drama, Thriller",1997,tt0119396,7.5,382976,"BR, CL, CO, MX"
"Sin City",movie,"Crime, Thriller",2005,tt0401792,8,800754,DE
"Sin City: A Dame to Kill For",movie,"Action, Crime, Thriller",2014,tt0458481,6.5,172733,"CL, CO, IN, MX, US"
"Star Trek: Generations",movie,"Action, Adventure, Mystery",1994,tt0111280,6.6,88257,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Amélie,movie,"Comedy, Romance",2001,tt0211915,8.3,806930,DE
"Back to the Future Part III",movie,"Adventure, Comedy, Sci-Fi",1990,tt0099088,7.4,491459,AU
Braveheart,movie,"Biography, Drama, War",1995,tt0112573,8.3,1110357,"CA, US"
"Star Trek: First Contact",movie,"Action, Adventure, Drama",1996,tt0117731,7.6,133733,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Star Trek: Insurrection",movie,"Action, Adventure, Sci-Fi",1998,tt0120844,6.4,80511,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Star Trek: Nemesis",movie,"Action, Adventure, Sci-Fi",2002,tt0253754,6.4,85042,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Mean Streets",movie,"Crime, Drama, Thriller",1973,tt0070379,7.2,122054,DE
"The Wages of Fear",movie,"Adventure, Drama, Thriller",1953,tt0046268,8.1,68220,GB
"North by Northwest",movie,"Action, Adventure, Mystery",1959,tt0053125,8.3,353172,CA
"Saw III",movie,"Horror, Mystery, Thriller",2006,tt0489270,6.2,217618,"BR, CL, CO, IN, MX"
"Saw II",movie,"Horror, Mystery",2005,tt0432348,6.6,283179,"BR, CL, CO, IN, MX"
"Ali: Fear Eats the Soul",movie,"Drama, Romance",1974,tt0071141,8,24513,"DE, GB"
"Indiana Jones and the Kingdom of the Crystal Skull",movie,"Action, Adventure",2008,tt0367882,6.2,497367,"AR, AU, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
"The Terminator",movie,"Action, Adventure, Sci-Fi",1984,tt0088247,8.1,945707,"BR, CL, CO, MX, US"
Volver,movie,"Comedy, Drama",2006,tt0441909,7.6,108826,DE
"The Outsiders",movie,"Crime, Drama",1983,tt0086066,7,101349,"DE, GB"
"Muriel's Wedding",movie,"Comedy, Drama",1994,tt0110598,7.2,42912,DE
"The Godfather",movie,"Crime, Drama",1972,tt0068646,9.2,2067715,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"The Godfather Part II",movie,"Crime, Drama",1974,tt0071562,9,1396513,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
"Natural Born Killers",movie,"Action, Crime, Romance",1994,tt0110632,7.2,256435,DE
"The Godfather Part III",movie,"Crime, Drama",1990,tt0099674,7.6,432028,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"King Kong",movie,"Adventure, Horror",1933,tt0024216,7.9,92578,DE
"About a Boy",movie,"Comedy, Drama, Romance",2002,tt0276751,7.1,193537,AU
"In China They Eat Dogs",movie,"Action, Comedy, Crime",1999,tt0180748,7.3,23352,DE
Ghost,movie,"Drama, Fantasy, Romance",1990,tt0099653,7.1,242041,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"King Kong",movie,"Action, Adventure, Romance",2005,tt0360717,7.2,453691,"AU, US"
"Stolen Kisses",movie,"Comedy, Drama, Romance",1968,tt0062695,7.5,15544,"DE, GB"
"Antoine and Colette",movie,"Comedy, Drama, Romance",1962,tt1180329,7.5,6618,DE
"Bed & Board",movie,"Comedy, Drama, Romance",1970,tt0065651,7.4,10886,"DE, GB"
"Love on the Run",movie,"Comedy, Drama, Romance",1979,tt0078771,7,7698,"DE, GB"
"The King of Comedy",movie,"Comedy, Crime, Drama",1982,tt0085794,7.8,122938,DE
Contempt,movie,"Drama, Romance",1963,tt0057345,7.4,36842,GB
"Live Flesh",movie,Drama,1997,tt0118819,7.3,34284,DE
Breathless,movie,"Crime, Drama",1960,tt0053472,7.7,89655,"DE, GB"
Fargo,movie,"Crime, Thriller",1996,tt0116282,8.1,739996,"BR, CL, CO, MX"
"Terminator 2: Judgment Day",movie,"Action, Adventure, Sci-Fi",1991,tt0103064,8.6,1204001,US
"The Apartment",movie,"Comedy, Drama, Romance",1960,tt0053604,8.3,202111,"CL, CO, MX"
"Swimming Pool",movie,"Crime, Drama, Mystery",2003,tt0324133,6.7,49161,"AT, CH, DE, FR"
"Beverly Hills Cop III",movie,"Action, Comedy, Crime",1994,tt0109254,5.5,96100,"AR, AT, AU, BO, BR, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Rome, Open City",movie,"Drama, Thriller, War",1945,tt0038890,8,29921,GB
"The Celebration",movie,Drama,1998,tt0154420,8,95617,DE
"Once Upon a Time in America",movie,"Crime, Drama",1984,tt0087843,8.3,386077,US
"Snow Cake",movie,"Drama, Romance",2006,tt0448124,7.4,13434,US
"The Million Dollar Hotel",movie,"Drama, Mystery, Thriller",2000,tt0120753,5.7,22679,"DE, US"
Insomnia,movie,"Drama, Mystery, Thriller",2002,tt0278504,7.2,324689,US
"Snakes on a Plane",movie,"Action, Adventure, Crime",2006,tt0417148,5.5,146125,"CA, US"
"Jurassic Park",movie,"Action, Adventure, Sci-Fi",1993,tt0107290,8.2,1093254,AU
"The Lost World: Jurassic Park",movie,"Action, Adventure, Sci-Fi",1997,tt0119567,6.6,451795,AU
"Jurassic Park III",movie,"Action, Adventure, Sci-Fi",2001,tt0163025,5.9,346744,AU
Bollywood/Hollywood,movie,"Comedy, Drama, Musical",2002,tt0303785,5.9,2593,CA
Magnolia,movie,Drama,1999,tt0175880,8,333574,US
"Duck, You Sucker!",movie,"Drama, War, Western",1971,tt0067140,7.6,38464,BR
"Night on Earth",movie,"Comedy, Drama",1991,tt0102536,7.7,67474,DE
"Eyes Wide Shut",movie,"Drama, Mystery, Thriller",1999,tt0120663,7.5,386661,US
"Seven Samurai",movie,"Action, Drama",1954,tt0047478,8.6,375578,GB
Head-On,movie,"Drama, Romance",2004,tt0347048,7.9,58591,DE
"To Catch a Thief",movie,"Mystery, Romance, Thriller",1955,tt0048728,7.4,81841,"DE, US"
"Das Boot",movie,"Drama, War",1981,tt0082096,8.4,270144,GB
"Inside Man",movie,"Crime, Drama, Mystery",2006,tt0454848,7.6,405053,"AU, US"
"Lisbon Story",movie,"Drama, Music",1994,tt0110361,7.1,5539,DE
"A Fistful of Dollars",movie,"Action, Drama, Western",1964,tt0058461,7.9,238699,BR
Chocolat,movie,"Drama, Romance",2000,tt0241303,7.2,204581,US
"Kill Bill: Vol. 2",movie,"Action, Crime, Thriller",2004,tt0378194,8,823126,"BR, CL, CO, MX"
"Basic Instinct",movie,"Drama, Mystery, Thriller",1992,tt0103772,7.1,224703,GB
"The Straight Story",movie,"Biography, Drama",1999,tt0166896,8,99723,DE
"La haine",movie,"Crime, Drama",1995,tt0113247,8.1,203888,GB
"The English Patient",movie,"Drama, Romance, War",1996,tt0116209,7.4,206150,US
8½,movie,Drama,1963,tt0056801,8,127268,"DE, GB"
"The Pianist",movie,"Biography, Drama, Music",2002,tt0253474,8.5,940066,"BR, CL, CO, DE, GB, IN, MX"
"My Uncle",movie,Comedy,1958,tt0050706,7.7,24685,DE
"The Good, the Bad and the Ugly",movie,"Adventure, Drama, Western",1966,tt0060196,8.8,831328,"BR, CL, CO, MX"
"The Day After Tomorrow",movie,"Action, Adventure, Sci-Fi",2004,tt0319262,6.5,488408,US
"Cube²: Hypercube",movie,"Horror, Mystery, Sci-Fi",2002,tt0285492,5.5,71281,IN
"La Dolce Vita",movie,"Comedy, Drama",1960,tt0053779,8,79760,DE
Caché,movie,"Drama, Mystery, Thriller",2005,tt0387898,7.3,86744,GB
"Leaving Las Vegas",movie,"Drama, Romance",1995,tt0113627,7.5,137789,DE
"The Idiots",movie,"Comedy, Drama",1998,tt0154421,6.7,34518,DE
"A Beautiful Mind",movie,"Biography, Drama, Mystery",2001,tt0268978,8.2,1004931,"AT, CH, FR, GB, IE, IT"
"As It Is in Heaven",movie,"Comedy, Drama, Music",2004,tt0382330,7.5,18478,DE
"Stranger Than Paradise",movie,"Comedy, Drama",1984,tt0088184,7.4,41371,DE
Shaft,movie,"Action, Crime, Thriller",2000,tt0162650,6,81695,US
"Good Will Hunting",movie,"Drama, Romance",1997,tt0119217,8.3,1102941,"AU, DE, US"
"The Seventh Seal",movie,"Drama, Fantasy",1957,tt0050976,8.1,203105,"DE, GB"
"The Green Mile",movie,"Crime, Drama, Fantasy",1999,tt0120689,8.6,1446478,AU
"Cléo from 5 to 7",movie,"Comedy, Drama, Music",1962,tt0055852,7.8,28499,GB
"Reservoir Dogs",movie,"Crime, Thriller",1992,tt0105236,8.3,1111695,"BR, CL, CO, IN, MX"
"Love Actually",movie,"Comedy, Drama, Romance",2003,tt0314331,7.6,538744,"AU, US"
"Notting Hill",movie,"Comedy, Drama, Romance",1999,tt0125439,7.2,353242,AU
Requiem,movie,"Drama, Horror",2006,tt0454931,6.9,6513,US
Casino,movie,"Crime, Drama",1995,tt0112641,8.2,577742,"AU, DE"
"The Blues Brothers",movie,"Action, Adventure, Comedy",1980,tt0080455,7.9,218456,AU
Flashdance,movie,"Drama, Music, Romance",1983,tt0085549,6.2,60821,"AR, AT, BO, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Psycho,movie,"Horror, Mystery, Thriller",1960,tt0054215,8.5,736894,AU
"There's Something About Mary",movie,"Comedy, Romance",1998,tt0129387,7.1,334445,US
Rashomon,movie,"Crime, Drama, Mystery",1950,tt0042876,8.2,185064,GB
"The Poseidon Adventure",movie,"Action, Adventure, Drama",1972,tt0069113,7.1,50249,US
"Die Hard",movie,"Action, Thriller",1988,tt0095016,8.2,963814,US
"The Mummy",movie,"Action, Adventure, Fantasy",1999,tt0120616,7.1,472887,AU
"The Ring",movie,"Horror, Mystery",2002,tt0298130,7.1,383838,IT
"Apollo 13",movie,"Adventure, Drama, History",1995,tt0112384,7.7,321260,"AU, US"
"The Birds",movie,"Drama, Horror, Mystery",1963,tt0056869,7.6,209708,AU
Jaws,movie,"Adventure, Drama, Thriller",1975,tt0073195,8.1,679415,AU
"Jaws: The Revenge",movie,"Adventure, Horror, Thriller",1987,tt0093300,3,50763,AU
"2 Fast 2 Furious",movie,"Action, Crime, Thriller",2003,tt0322259,5.9,303910,AU
"Silent Hill",movie,"Horror, Mystery",2006,tt0384537,6.5,249292,CA
"The Hours",movie,"Drama, Romance",2002,tt0274558,7.5,142728,"AU, US"
"The Conversation",movie,"Drama, Mystery, Thriller",1974,tt0071360,7.7,125442,"AT, CH, DE, FR, GB, IE, IT, US"
"The Terminal",movie,"Comedy, Drama, Romance",2004,tt0362227,7.4,505693,"AT, CA, CH, DE, FR, GB, IE, IT, US"
Titanic,movie,"Drama, Romance",1997,tt0120338,7.9,1312956,"CA, US"
"Sunset Boulevard",movie,"Drama, Film-Noir",1950,tt0043014,8.4,242892,"AT, CH, DE, FR, GB, IE, IT, US"
"E.T. the Extra-Terrestrial",movie,"Adventure, Family, Sci-Fi",1982,tt0083866,7.9,446241,AU
Munich,movie,"Action, Drama, History",2005,tt0408306,7.5,243282,"AT, CH, DE, FR, GB, IE, IT"
"Wild Strawberries",movie,"Drama, Romance",1957,tt0050986,8.1,117460,"DE, GB"
"Wild Things",movie,"Crime, Drama, Mystery",1998,tt0120890,6.6,133925,US
Ghostbusters,movie,"Action, Comedy, Fantasy",1984,tt0087332,7.8,462884,US
Grease,movie,"Comedy, Musical, Romance",1978,tt0077631,7.2,307904,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"The Ninth Gate",movie,"Mystery, Thriller",1999,tt0142688,6.7,201410,"BR, CL, CO, IN, MX"
"A Fish Called Wanda",movie,"Comedy, Crime",1988,tt0095159,7.5,156704,BR
"The Killing Fields",movie,"Biography, Drama, History",1984,tt0087553,7.8,60621,DE
"An Andalusian Dog",movie,"Fantasy, Horror, Short",1929,tt0020530,7.6,54600,GB
Sunrise,movie,"Drama, Romance",1927,tt0018455,8.1,54599,GB
"Bridget Jones's Diary",movie,"Comedy, Drama, Romance",2001,tt0243155,6.8,269067,"AU, BR, CL, CO, MX"
"Angel Heart",movie,"Horror, Mystery, Thriller",1987,tt0092563,7.2,98024,US
"Life Is Beautiful",movie,"Comedy, Drama, Romance",1997,tt0118799,8.6,760062,IT
"Catch Me If You Can",movie,"Biography, Crime, Drama",2002,tt0264464,8.1,1130416,"CA, US"
"Battleship Potemkin",movie,"Drama, History, Thriller",1925,tt0015648,7.9,62443,GB
"A.I. Artificial Intelligence",movie,"Adventure, Drama, Sci-Fi",2001,tt0212720,7.2,327542,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"Beauty and the Beast",movie,"Drama, Fantasy, Romance",1946,tt0038348,7.9,28595,GB
"Belle de Jour",movie,"Drama, Romance",1967,tt0061395,7.6,50233,"DE, GB"
"Nosferatu: A Symphony of Horror",movie,"Fantasy, Horror",1922,tt0013442,7.8,109207,GB
"Paris, Texas",movie,Drama,1984,tt0087884,8.1,125881,GB
"The Marriage of Maria Braun",movie,Drama,1979,tt0079095,7.7,15288,"DE, GB"
"Saw IV",movie,"Horror, Mystery, Thriller",2007,tt0890870,5.9,168667,"BR, CO, IN, MX"
Oldboy,movie,"Action, Drama, Mystery",2003,tt0364569,8.3,656752,"AU, DE, GB, IT"
"Pulp Fiction",movie,"Crime, Drama",1994,tt0110912,8.9,2276724,"AT, CH, DE, FR, GB, IE, IT, US"
"Dead Man Walking",movie,"Crime, Drama",1995,tt0112818,7.5,103226,"BR, CL, CO, MX"
Pickpocket,movie,"Crime, Drama",1959,tt0053168,7.6,25972,GB
"Meet the Fockers",movie,"Comedy, Romance",2004,tt0290002,6.3,291489,"AT, AU, CH, DE, FR, GB, IE, IT"
"Effi Briest",movie,"Drama, History",1974,tt0071458,6.9,2796,DE
"The Piano",movie,"Drama, Music, Romance",1993,tt0107822,7.5,96855,"DE, GB"
Together,movie,"Comedy, Drama, Romance",2000,tt0203166,7.4,24685,GB
"Top Gun",movie,"Action, Drama",1986,tt0092099,6.9,515689,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Shaun of the Dead",movie,"Comedy, Horror",2004,tt0365748,7.9,608831,"AU, US"
Face/Off,movie,"Action, Crime, Sci-Fi",1997,tt0119094,7.3,408567,"CA, US"
"From Dusk Till Dawn",movie,"Action, Crime, Horror",1996,tt0116367,7.2,348353,"AT, CH, DE, FR, GB, IE, IT"
"Evil Dead II",movie,"Comedy, Horror",1987,tt0092991,7.7,186810,"AT, BR, CH, CL, CO, MX"
Goodfellas,movie,"Biography, Crime, Drama",1990,tt0099685,8.7,1291278,US
"A Trip to the Moon",movie,"Action, Adventure, Comedy",1902,tt0000417,8.1,57287,DE
"The Rules of the Game",movie,"Comedy, Drama",1939,tt0031885,7.9,31896,GB
"The Grand Illusion",movie,"Drama, War",1937,tt0028950,8.1,39586,DE
"Monsieur Hulot's Holiday",movie,Comedy,1953,tt0046487,7.3,20666,DE
Vampyr,movie,"Fantasy, Horror",1932,tt0023649,7.4,21180,GB
"The Passion of Joan of Arc",movie,"Biography, Drama, History",1928,tt0019254,8.1,62567,"DE, GB"
Gandhi,movie,"Biography, Drama, History",1982,tt0083987,8,241973,AU
Platoon,movie,"Drama, War",1986,tt0091763,8.1,447530,"BR, CL, CO, MX"
Persona,movie,"Drama, Thriller",1966,tt0060827,8,133601,"DE, GB"
"Annaluise & Anton",movie,"Comedy, Drama, Family",1999,tt0161935,7,1079,DE
"Roman Holiday",movie,"Comedy, Drama, Romance",1953,tt0046250,8,150154,"AT, CH, DE, FR, GB, IE, IT"
"Rosemary's Baby",movie,"Drama, Horror",1968,tt0063522,8,243669,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Shrek,movie,"Adventure, Animation, Comedy",2001,tt0126029,7.9,754108,AU
"Shrek 2",movie,"Adventure, Animation, Comedy",2004,tt0298148,7.4,517718,AU
"Shrek the Third",movie,"Adventure, Animation, Comedy",2007,tt0413267,6.1,339738,AU
Airplane!,movie,Comedy,1980,tt0080339,7.7,267652,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
"An American Werewolf in London",movie,"Comedy, Horror",1981,tt0082010,7.5,125759,"BR, CL, CO, IN, MX"
"Animal Farm",movie,"Comedy, Drama, Family",1999,tt0204824,6,6592,AU
JFK,movie,"Drama, History, Thriller",1991,tt0102138,8,173436,DE
"Judgment at Nuremberg",movie,"Drama, War",1961,tt0055031,8.3,87893,"CL, CO, MX"
"The Bridge on the River Kwai",movie,"Adventure, Drama, War",1957,tt0050212,8.1,237502,AU
Chinatown,movie,"Drama, Mystery, Thriller",1974,tt0071315,8.1,357775,"AT, CH, DE, FR, GB, IE, IT"
M,movie,"Crime, Mystery, Thriller",1931,tt0022100,8.3,172975,GB
Dune,movie,"Action, Adventure, Sci-Fi",1984,tt0087182,6.3,183670,"BR, CL, CO, IN, MX"
Dragonslayer,movie,"Action, Adventure, Fantasy",1981,tt0082288,6.6,20489,US
"Enemy at the Gates",movie,"Action, Drama, War",2001,tt0215750,7.5,281728,US
"Black Hawk Down",movie,"Action, Drama, History",2001,tt0265086,7.7,431734,CA
"Saving Private Ryan",movie,"Drama, War",1998,tt0120815,8.6,1533367,"CA, US"
WarGames,movie,"Action, Drama, Sci-Fi",1983,tt0086567,7.1,113842,"CL, CO, MX"
"Total Recall",movie,"Action, Adventure, Sci-Fi",1990,tt0100802,7.5,361566,"BR, CL, CO, MX, US"
"The Running Man",movie,"Action, Sci-Fi, Thriller",1987,tt0093894,6.6,171713,US
"Finding Neverland",movie,"Biography, Drama, Family",2004,tt0308644,7.7,213457,US
Sliver,movie,"Drama, Thriller",1993,tt0108162,5.1,34785,"AT, CH, DE, FR, GB, IE, IT"
Tsotsi,movie,"Crime, Drama",2005,tt0468565,7.2,31813,DE
Hook,movie,"Adventure, Comedy, Family",1991,tt0102057,6.8,278004,US
"Coffee and Cigarettes",movie,"Comedy, Drama, Music",2003,tt0379217,7,68379,DE
Crash,movie,Drama,1996,tt0115964,6.4,67929,AU
"The Flintstones",movie,"Comedy, Family, Fantasy",1994,tt0109813,5,88014,AU
"The Flintstones in Viva Rock Vegas",movie,"Comedy, Family, Romance",2000,tt0158622,3.7,25948,AU
Delicatessen,movie,"Comedy, Crime",1991,tt0101700,7.5,91206,"AT, CH, DE, FR"
"Bringing Up Baby",movie,Comedy,1938,tt0029947,7.8,67200,"DE, US"
"City Lights",movie,"Comedy, Drama, Romance",1931,tt0021749,8.5,201379,DE
"The Thomas Crown Affair",movie,"Crime, Drama, Romance",1968,tt0063688,6.9,28997,"BR, CL, CO, MX"
"The Thomas Crown Affair",movie,"Crime, Romance, Thriller",1999,tt0155267,6.9,102422,"BR, CL, CO, MX"
"The Great Dictator",movie,"Comedy, Drama, War",1940,tt0032553,8.4,243170,DE
"Mother India",movie,"Action, Comedy, Drama",1957,tt0050188,7.8,9990,"AU, IN, US"
"Dead Man",movie,"Adventure, Comedy, Drama",1995,tt0112817,7.5,104664,DE
"Dawn of the Dead",movie,"Action, Horror",2004,tt0363547,7.2,277838,"AU, US"
"Do the Right Thing",movie,"Comedy, Drama",1989,tt0097216,7.9,115481,US
"Galaxy Quest",movie,"Adventure, Comedy, Sci-Fi",1999,tt0177789,7.4,182371,US
"Don't Look Now",movie,"Drama, Horror, Mystery",1973,tt0069995,7.1,64896,GB
"Murderers Among Us",movie,"Drama, Romance, Thriller",1946,tt0038769,7.4,2606,DE
"The Pink Panther",movie,"Comedy, Crime, Romance",1963,tt0057413,7,57910,"BR, CL, CO, MX"
