title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Ice Merchants",movie,"Animation, Drama, Fantasy",2022,tt19781688,7.6,3027,PT
"American Pain",movie,"Documentary, History, Sport",2022,tt19781504,7.2,542,US
"Land of Gold",movie,Drama,2022,tt14597532,5.8,273,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
McEnroe,movie,"Biography, Documentary, Sport",2022,tt19801212,6.9,1227,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Same Old",movie,"Drama, Short",2022,tt16226770,7,84,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"38 at the Garden",movie,"Documentary, Short, Sport",2022,tt19758560,7,1147,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Nun II",movie,"Horror, Mystery, Thriller",2023,tt10160976,5.6,66347,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Foodies,movie,"Comedy, Drama, Romance",2022,tt15498104,5.7,320,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Cake Dynasty",movie,"Comedy, Drama",2022,tt15718148,5.3,245,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Blue Jean",movie,"Drama, History",2022,tt8649344,7,5412,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
"Lost Generation",movie,"Drama, History, Short",2020,tt11000458,5.4,111,HU
"Max Steel: Team Turbo",movie,"Action, Adventure, Animation",2016,tt7592594,7.2,68,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Bright Women",movie,Drama,2022,tt19512418,5.5,99,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Harbinger",movie,"Drama, Horror, Mystery",2022,tt13610158,5.4,1971,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
"We Are Still Here",movie,Drama,2022,tt15684938,6,206,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Dinner Guest",movie,Drama,2022,tt13778976,5.2,149,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"No Bears",movie,"Drama, Romance",2022,tt20205236,7.3,4165,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Wicked Little Letters",movie,"Comedy, Crime, Drama",2023,tt20234774,7,31015,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RS, SI, SK, SV, TC, TT, UY, VE"
"The Book of Clarence",movie,"Adventure, Comedy, Drama",2023,tt22866358,5.7,6653,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"A Cat's Life",movie,"Adventure, Drama, Family",2023,tt15097144,6,419,PL
"You Don't Know Jack: The Jack Soo Story",movie,Documentary,2009,tt1392271,7,42,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Rock Paper Grenade",movie,Drama,2022,tt12923836,7.6,465,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Little Ones",movie,Drama,2022,tt21230040,6.3,140,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Alien Endgame",movie,Documentary,2022,tt19849214,4.7,343,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Bristol Fashion",movie,Drama,2022,tt10953232,5.1,172,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Paint It Gold",movie,Comedy,2023,tt10152488,5.8,365,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Gran Turismo",movie,"Action, Adventure, Drama",2023,tt4495098,7.1,112654,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"I Like Movies",movie,"Comedy, Drama",2022,tt14913282,6.8,2811,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Someone Had to Be Benny",movie,"Drama, Family, Thriller",1996,tt0155192,7.6,53,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Beginning,movie,Drama,2020,tt12235250,4.8,73,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"June Zero",movie,"Drama, History",2022,tt18834372,6.6,257,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Book Club: The Next Chapter",movie,"Comedy, Romance",2023,tt20768712,5.6,7734,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"American Carnage",movie,"Action, Comedy, Horror",2022,tt20672490,5,4728,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Einfach mal was Schönes",movie,"Comedy, Drama, Romance",2022,tt21335690,6.4,757,"AD, ES"
"The Enchanted Cave",movie,"Family, Fantasy",2022,tt14454404,5.7,116,"CZ, SK"
"The Raft",movie,"Adventure, Drama",2020,tt12210288,5.7,55,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Fitting In",movie,"Comedy, Drama",2023,tt21103576,6.1,934,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Índia,movie,Drama,2022,tt15703238,6.2,71,PT
"Fathers and Mothers",movie,"Comedy, Drama",2022,tt15964414,5.9,1057,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Northern Comfort",movie,Comedy,2023,tt18072882,5.5,1765,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Inspector Sun",movie,"Animation, Comedy, Family",2022,tt6661616,5.2,508,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Christmas Mystery",movie,"Comedy, Drama, Family",2022,tt22207152,6,1076,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"O Pai Tirano",movie,Comedy,2022,tt14929400,5.9,105,PT
"Before Lunch",movie,"Drama, Short",2016,tt6350316,6.4,18,HU
"Early Wedding",movie,Drama,2022,tt15147924,6,68,HU
"Mazel Brouk",movie,Drama,2022,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Men for Hire",movie,Documentary,2008,tt1414845,5.7,16,PL
"Christmas Carole",movie,Drama,1966,,,,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"And Then There Was Love...",movie,"Comedy, Drama",2022,tt18174390,5.1,43,"CZ, SK"
"Stella in Love",movie,"Comedy, Drama, Music",2022,tt21042306,5.6,251,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Big Opening",movie,Comedy,2022,tt14878082,4.4,43,"CZ, SK"
"Lisa Frankenstein",movie,"Comedy, Horror, Romance",2024,tt21188080,6.1,25093,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Romance in Style",movie,"Comedy, Romance",2022,tt21653744,6.5,2199,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"It's Raining in the House",movie,Drama,2023,tt21992864,6,268,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Szelfi Egyetem",movie,"Comedy, Drama, Short",2023,tt15906822,2.8,263,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Hoard,movie,Drama,2023,tt20729172,6.6,961,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Brother,movie,"Drama, Music",2022,tt15474896,6.9,1320,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"La marginale",movie,"Comedy, Drama",2023,tt17974446,5.8,158,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Marmalade,movie,"Comedy, Crime, Drama",2024,tt21275544,6.2,2759,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Semret,movie,Drama,2022,tt21230182,6.2,132,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Justice League x RWBY: Super Heroes and Huntsmen Part One",movie,"Action, Adventure, Animation",2023,tt24548912,5.3,2004,"DK, FI, NL, NO, US"
"The Teachers' Lounge",movie,Drama,2023,tt26612950,7.4,23145,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Castells,movie,"Drama, Short",2022,tt21054916,6.3,31,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"New Beginnings",movie,"Comedy, Romance",2023,tt22397870,5.7,433,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Fairplay,movie,"Drama, Short",2022,tt21615440,7,140,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Big Bang",movie,"Comedy, Drama, Short",2022,tt21284464,6.9,149,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Dad,movie,"Comedy, Drama",2022,tt15226594,6.4,135,PL
Hounds,movie,"Crime, Drama, Thriller",2023,tt25750836,6.3,512,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Damned Don't Cry",movie,Drama,2022,tt21352686,6.7,280,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"River Wild",movie,"Action, Adventure, Thriller",2023,tt21291992,5.4,5782,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Thunder,movie,Drama,2022,tt12390508,6.2,391,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Lost Boys",movie,Drama,2023,tt16148552,6.7,1670,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Chapel",movie,"Drama, Thriller",2023,tt9049058,5.9,354,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"To the North",movie,"Drama, Thriller",2022,tt21378332,6.2,508,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Spirit of Ecstasy",movie,Drama,2023,tt26006816,5.9,310,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"My Big Fat Greek Wedding 3",movie,"Comedy, Drama, Romance",2023,tt21103300,5.2,10934,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Travelers: Lost in Time",movie,"Adventure, Comedy, Drama",2022,tt15117306,6.7,37,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Please Don't Destroy: The Treasure of Foggy Mountain",movie,Comedy,2023,tt21335356,6,8877,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dating the Delaneys",movie,"Comedy, Romance",2022,tt20859028,6.9,996,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Amazing Elisa",movie,"Drama, Fantasy, Thriller",2022,tt9336032,4.4,136,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Batman: The Doom That Came to Gotham",movie,"Animation, Fantasy, Horror",2023,tt24223450,6.1,6610,"DK, FI, NL, NO, PL, SE, US"
"Legion of Super-Heroes",movie,"Action, Animation, Sci-Fi",2023,tt22769820,5.8,5004,"DK, FI, NL, NO"
"Justice League: Warworld",movie,"Action, Adventure, Animation",2023,tt27687527,5.3,4926,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
"The Rite of Spring",movie,Drama,2022,tt10602182,6.5,562,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Sidonie in Japan",movie,"Drama, Romance",2023,tt26254622,5.9,617,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Beyond the Wall",movie,Drama,2022,tt13920988,7,1760,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Victim,movie,Drama,2022,tt10687052,6.5,301,"CZ, SK"
Narcosis,movie,"Drama, Mystery, Romance",2022,tt19837660,6.6,742,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Look at Me",movie,"Drama, Short",2022,tt21806354,5.4,114,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Wolf and Dog",movie,Drama,2022,tt21838736,6.1,380,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Tomorrow is a Long Time",movie,Drama,2023,tt11930188,6.8,79,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Kick and Scream",movie,Drama,2022,tt14749018,5.6,119,"BA, BG, HR, ME, MK, RS, SI"
Charulata,movie,"Drama, Romance",2013,tt6686198,5.4,5,"AG, BB, BS, HN, NI, TT, US"
"Mortal Kombat Legends: Snow Blind",movie,"Action, Adventure, Animation",2022,tt21477618,6.7,4006,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Los Renegados",movie,"Sci-Fi, Short",2021,tt15090114,,,"FR, MC, MX, PL"
"Great Yarmouth: Provisional Figures",movie,Drama,2022,tt14888898,6.9,297,PT
Fifi,movie,"Comedy, Romance",2022,tt21877348,6.6,452,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"How to Blow Up a Pipeline",movie,"Action, Crime, Drama",2022,tt21440780,6.9,10958,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
"This Place",movie,Drama,2022,tt9505224,5.4,201,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Snow and the Bear",movie,Drama,2022,tt21612768,6.5,3259,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Something You Said Last Night",movie,"Comedy, Drama",2022,tt21413834,5.4,392,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Neneh Superstar",movie,"Comedy, Drama",2022,tt21828496,5.4,219,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Life Upside Down",movie,"Comedy, Romance",2023,tt13756106,4.7,562,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Green Lantern: First Flight - I Am the Ring",movie,"Documentary, Short",2009,tt4902938,8.3,53,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Patagonia,movie,Drama,2023,tt22191712,5.8,378,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Radical Life",movie,"Biography, Documentary",2022,tt21662244,6.3,116,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Kung Fu Panda 4",movie,"Action, Adventure, Animation",2024,tt21692408,6.3,58942,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Fence",movie,"Comedy, Drama",2022,tt15253488,6.6,876,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Escape from Kabul",movie,"Documentary, History",2022,tt21650874,7.6,1211,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Endangered,movie,Documentary,2021,tt14520096,6.6,15,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Rustling,movie,"Drama, Short",2022,tt21256020,6.7,26,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Christmas Open House",movie,"Drama, Romance",2022,tt21821260,5.1,336,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Finding Bigfoot: The Search Continues",movie,Documentary,2021,tt14377774,7.9,45,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Trick or Treat Scooby-Doo!",movie,"Adventure, Animation, Comedy",2022,tt21919270,5.8,2321,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Toldi - Movie",movie,"Adventure, Animation, Family",2022,tt21937802,7.3,331,HU
"La Macana",movie,"Drama, Short",2022,tt14561404,8,5,"HN, NI, TT"
"The Sound of Water",movie,"Drama, Short",2021,tt14023116,7.2,13,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Tom and Jerry: Snowman's Land",movie,"Adventure, Animation, Comedy",2022,tt21958986,4.9,331,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Shortcomings,movie,"Comedy, Drama, Romance",2023,tt14483774,6.4,3962,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"El crítico",movie,Documentary,2022,tt21936604,6.4,350,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Hell of a Cruise",movie,Documentary,2022,tt17157122,6.2,244,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"A Woman",movie,Drama,2022,tt22331396,6,24,CZ
"A Cup of Coffee and New Shoes On",movie,Drama,2022,tt15617690,6.9,327,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Enchanted",movie,Drama,2023,tt21861984,6.2,371,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Bonus Track",movie,"Comedy, Music",2023,tt21819258,6.6,515,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mimi and Liza – The Garden",movie,Animation,2022,,,,"CZ, SK"
"Mama's Boy",movie,"Biography, Documentary",2022,tt14871116,7.9,533,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Monolith,movie,"Drama, Mystery, Sci-Fi",2022,tt18298588,5.8,4515,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Burn!,movie,Fantasy,2022,tt22503632,6.1,14,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Do You Love Me?",movie,Drama,2023,tt21482550,6.2,317,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Freud's Last Session",movie,Drama,2023,tt20420628,6.1,5226,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Apocalypse on Wheels",movie,"Documentary, Drama",2009,tt1617004,6.7,40,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"We Need A Little Christmas",movie,"Drama, Family, Romance",2022,tt20258516,6.6,786,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Nemá tajemství",movie,"Drama, Mystery",2023,tt17054364,7.4,106,"CZ, SK"
"My So-Called High School Rank",movie,Documentary,2022,tt22260918,6.5,103,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Christmas at the Golden Dragon",movie,"Comedy, Drama, Romance",2022,tt13937754,6.6,1058,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Legacy Peak",movie,"Adventure, Drama, Family",2022,tt21104674,5.2,583,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"When I Think of Christmas",movie,"Comedy, Romance",2022,tt22247502,5.8,888,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Holiday Harmony",movie,"Comedy, Drama, Music",2022,tt22814692,6.2,1431,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"A Hollywood Christmas",movie,"Comedy, Drama, Romance",2022,tt21950514,5.2,1525,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Águila y Jaguar: Los Guerreros Legendarios",movie,Animation,2022,tt21230032,6.5,463,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Say Hey, Willie Mays!",movie,"Biography, Documentary, Sport",2022,tt14596934,7.6,615,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Vasil,movie,Drama,2022,tt14081736,6.5,686,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Boss,movie,"Crime, Drama, Thriller",2023,tt18557754,6.9,617,"MD, RO"
"The Munsters: Return to Mockingbird Lane",movie,Documentary,2022,,,,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Behind the Haystacks",movie,"Drama, Family, Thriller",2022,tt19631646,7.1,889,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
