title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Ghost Writer",movie,"Crime, Drama, Mystery",2010,tt1139328,7.2,172513,"FR, MC"
"Jason X",movie,"Action, Horror, Sci-Fi",2001,tt0211443,4.5,63190,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Body Double",movie,"Crime, Drama, Mystery",1984,tt0086984,6.8,40579,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Money Train",movie,"Action, Comedy, Crime",1995,tt0113845,5.7,43755,"BE, FR, MC"
"Little Man Tate",movie,Drama,1991,tt0102316,6.6,16397,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Year of Living Dangerously",movie,"Drama, Romance, War",1982,tt0086617,7.1,23377,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Police Academy: Mission to Moscow",movie,"Comedy, Crime",1994,tt0110857,3.5,36753,NL
"New Nightmare",movie,"Fantasy, Horror, Mystery",1994,tt0111686,6.4,66076,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"Must Love Dogs",movie,"Comedy, Romance",2005,tt0417001,5.9,33392,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Get Smart",movie,"Action, Adventure, Comedy",2008,tt0425061,6.5,231211,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"xXx: State of the Union",movie,"Action, Adventure, Crime",2005,tt0329774,4.5,74409,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Fright Night",movie,Horror,1985,tt0089175,7.1,82610,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"U.S. Marshals",movie,"Action, Crime, Thriller",1998,tt0120873,6.6,116020,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Sweetest Thing",movie,"Comedy, Romance",2002,tt0253867,5.2,63481,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Police Academy 5: Assignment: Miami Beach",movie,"Comedy, Crime",1988,tt0095882,4.6,39068,NL
"Fair Game",movie,"Action, Romance, Thriller",1995,tt0113010,4.4,14091,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Police Academy 6: City Under Siege",movie,"Comedy, Crime",1989,tt0098105,4.4,33723,NL
Suspiria,movie,Horror,1977,tt0076786,7.3,109477,"DK, FI, NO, SE"
"Queen of the Damned",movie,"Drama, Fantasy, Horror",2002,tt0238546,5.3,61476,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Proof of Life",movie,"Action, Drama, Thriller",2000,tt0228750,6.3,59510,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Kramer vs. Kramer",movie,Drama,1979,tt0079417,7.8,157982,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Body of Lies",movie,"Action, Drama, Thriller",2008,tt0758774,7,242441,"BE, FR, MC"
"Police Academy 3: Back in Training",movie,Comedy,1986,tt0091777,5.4,49584,NL
"My Stepmother Is an Alien",movie,"Comedy, Sci-Fi",1988,tt0095687,5.4,28093,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dennis the Menace",movie,"Comedy, Family",1993,tt0106701,5.7,65930,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Wyatt Earp",movie,"Action, Adventure, Biography",1994,tt0111756,6.7,56243,"AD, BE, ES, FR, MC, NL, PT"
9,movie,"Action, Adventure, Animation",2009,tt0472033,7,150682,US
"Harry Potter and the Deathly Hallows: Part 1",movie,"Adventure, Family, Fantasy",2010,tt0926084,7.7,614830,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",2011,tt1201607,8.1,971675,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Forsaken",movie,"Action, Fantasy, Horror",2001,tt0245120,5.3,9348,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"High and Low",movie,"Crime, Drama, Mystery",1963,tt0057565,8.4,56472,US
Dreams,movie,"Drama, Fantasy",1990,tt0100998,7.7,30079,"FR, MC"
"Citizen X",movie,"Biography, Crime, Drama",1995,tt0112681,7.4,23701,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"I Served the King of England",movie,"Comedy, Drama, Romance",2006,tt0284363,7.3,8299,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Ghosts of Girlfriends Past",movie,"Comedy, Fantasy, Romance",2009,tt0821640,5.8,95779,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The House Bunny",movie,Comedy,2008,tt0852713,5.5,91798,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Sabotage,movie,"Crime, Thriller",1936,tt0028212,7,19264,US
Appaloosa,movie,"Action, Crime, Drama",2008,tt0800308,6.7,65611,"AD, PT"
Conspiracy,movie,"Biography, Drama, History",2001,tt0266425,7.6,26024,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Scooby-Doo and the Loch Ness Monster",movie,"Adventure, Animation, Comedy",2004,tt0418141,6.6,6237,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Scooby-Doo and the Goblin King",movie,"Adventure, Animation, Comedy",2008,tt1295021,6.3,3822,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Barbie in the 12 Dancing Princesses",movie,"Animation, Family",2006,tt0859594,6.9,7073,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Barbie and the Diamond Castle",movie,"Animation, Family, Musical",2008,tt1294138,6.5,4875,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"In the Land of Women",movie,"Comedy, Drama, Romance",2007,tt0419843,6.4,32893,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Rocket Science",movie,"Comedy, Drama",2007,tt0477078,6.5,13801,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Pride and Glory",movie,"Crime, Drama, Thriller",2008,tt0482572,6.6,64090,PT
"Scooby-Doo on Zombie Island",movie,"Adventure, Animation, Comedy",1998,tt0166792,7.7,19230,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Georgia Rule",movie,"Comedy, Drama",2007,tt0791304,5.9,27736,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Mama's Boy",movie,"Comedy, Drama",2007,tt0415141,5.1,6022,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Friday the 13th",movie,"Horror, Mystery, Thriller",2009,tt0758746,5.5,120177,"PT, US"
"Bah Humduck!: A Looney Tunes Christmas",movie,"Adventure, Animation, Comedy",2006,tt0896522,6.3,1481,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Semi-Pro,movie,"Comedy, Sport",2008,tt0839980,5.8,87026,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Barbie: Fairytopia",movie,"Animation, Family, Fantasy",2005,tt0450982,6.1,5514,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Let the Right One In",movie,"Drama, Fantasy, Horror",2008,tt1139797,7.8,230620,PL
"Scooby-Doo and the Ghoul School",movie,"Animation, Comedy, Family",1988,tt0189071,6.8,6347,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Chill Out, Scooby-Doo!",movie,"Adventure, Animation, Comedy",2007,tt1097636,6.5,3943,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Scooby-Doo! Pirates Ahoy!",movie,"Adventure, Animation, Comedy",2006,tt0867418,6.5,4115,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Angels & Demons",movie,"Action, Mystery, Thriller",2009,tt0808151,6.7,313729,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Bury My Heart at Wounded Knee",movie,"Drama, History, Western",2007,tt0821638,7.1,7700,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Star Trek",movie,"Action, Adventure, Sci-Fi",2009,tt0796366,7.9,625262,"DK, FI, NO, SE"
"Superman: Doomsday",movie,"Action, Adventure, Animation",2007,tt0934706,6.9,23838,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Waiting for the Hearse",movie,Comedy,1985,tt0089108,8,7577,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Wolf Man",movie,"Horror, Mystery, Romance",1941,tt0034398,7.2,32003,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Christmas with the Kranks",movie,"Comedy, Family",2004,tt0388419,5.5,58301,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
CJ7,movie,"Adventure, Comedy, Drama",2008,tt0940709,6.4,17567,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Open Season 2",movie,"Adventure, Animation, Comedy",2008,tt1107365,5.5,27182,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Unborn",movie,"Horror, Mystery, Thriller",2009,tt1139668,4.7,53795,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Quarantine,movie,"Horror, Sci-Fi, Thriller",2008,tt1082868,6,79103,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Sweeney Todd: The Demon Barber of Fleet Street",movie,"Drama, Horror, Musical",2007,tt0408236,7.3,393338,"AD, FR, MC, PT"
"She Wore a Yellow Ribbon",movie,Western,1949,tt0041866,7.2,19766,"FR, MC"
"When Trumpets Fade",movie,"Action, Drama, War",1998,tt0135706,7,8526,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Justice League: The New Frontier",movie,"Action, Adventure, Animation",2008,tt0902272,6.9,21656,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Recount,movie,"Drama, History",2008,tt1000771,7.3,13812,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Starter for 10",movie,"Comedy, Drama, Romance",2006,tt0477095,6.7,25528,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Devour,movie,Horror,2005,tt0406706,4.7,5689,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
2012,movie,"Action, Adventure, Sci-Fi",2009,tt1190080,5.8,404663,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"3:10 to Yuma",movie,"Drama, Thriller, Western",1957,tt0050086,7.6,22388,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Adventures of Sharkboy and Lavagirl 3-D",movie,"Action, Adventure, Comedy",2005,tt0424774,3.8,43536,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Cadillac Records",movie,"Biography, Drama, Music",2008,tt1042877,7,23464,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Nights in Rodanthe",movie,"Drama, Romance",2008,tt0956038,6,26707,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Out for Justice",movie,"Action, Crime, Drama",1991,tt0102614,6.1,26330,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"First Sunday",movie,"Comedy, Crime, Drama",2008,tt0486578,4.6,11884,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Pentagon Wars",movie,"Comedy, War",1998,tt0144550,7.1,5316,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Gia,movie,"Biography, Drama, Romance",1998,tt0123865,6.9,51540,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Ladies,movie,Comedy,2008,tt1175505,5.4,2282,PL
"Paul Blart: Mall Cop",movie,"Action, Comedy, Crime",2009,tt1114740,5.3,119352,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Boy in the Striped Pajamas",movie,"Drama, War",2008,tt0914798,7.7,254081,"DK, FI, NO, SE"
"Tom and Jerry: The Magic Ring",movie,"Adventure, Animation, Comedy",2001,tt0303151,6.2,3782,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Batman: Mask of the Phantasm",movie,"Action, Adventure, Animation",1993,tt0106364,7.8,58873,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"Rachel Getting Married",movie,"Drama, Romance",2008,tt1084950,6.7,51950,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Barbie as Rapunzel",movie,"Animation, Family, Fantasy",2002,tt0313255,6.5,8619,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Barbie of Swan Lake",movie,"Animation, Family",2003,tt0383206,6.5,8077,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Einstein and Eddington",movie,"Biography, Drama, History",2008,tt0995036,7.2,7838,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Barbie as The Princess and the Pauper",movie,"Animation, Comedy, Family",2004,tt0426955,7,9897,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Barbie in the Nutcracker",movie,"Animation, Family, Musical",2001,tt0288441,6.3,8629,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"District 13: Ultimatum",movie,"Action, Crime, Thriller",2009,tt1247640,6.5,46676,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Wonder Woman",movie,"Action, Adventure, Animation",2009,tt1186373,7.2,19015,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Cosy Dens",movie,"Comedy, Drama",1999,tt0167331,8.1,6319,"CZ, SK"
"Play Misty for Me",movie,"Drama, Thriller",1971,tt0067588,6.9,32688,"AG, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Notorious Bettie Page",movie,"Biography, Drama",2005,tt0404802,6.5,11800,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Ben 10: Secret of the Omnitrix",movie,"Action, Adventure, Animation",2007,tt1146431,7.4,4507,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Don't Tell Mom the Babysitter's Dead",movie,Comedy,1991,tt0101757,6.3,39049,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"Don't Die Too Hard!",movie,Comedy,2001,tt0259060,5.8,5858,"FR, MC"
"Scooby-Doo and the Cyber Chase",movie,"Action, Adventure, Animation",2001,tt0290057,7.1,10232,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Batman & Mr. Freeze: SubZero",movie,"Action, Animation, Crime",1998,tt0143127,7.1,18633,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dark Blue World",movie,"Action, Drama, Romance",2001,tt0244479,7.1,6170,"CZ, SK"
"The Mummy",movie,"Fantasy, Horror",1932,tt0023245,7,31267,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Barbie and the Magic of Pegasus",movie,"Animation, Family, Romance",2005,tt0480345,6.6,5701,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Autumn Spring",movie,"Comedy, Drama, Family",2001,tt0286476,7.4,1856,"CZ, SK"
"King's Game",movie,"Drama, Thriller",2004,tt0378215,7.3,4899,"DK, FI, NO, SE"
"Ben 10: Race Against Time",movie,"Action, Adventure, Family",2007,tt1037011,4.2,5598,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Selena,movie,"Biography, Drama, Music",1997,tt0120094,6.9,32334,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Batman Beyond: Return of the Joker",movie,"Action, Animation, Crime",2000,tt0233298,7.7,30435,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Teen Titans: Trouble in Tokyo",movie,"Action, Adventure, Animation",2006,tt0816671,7,7017,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Jack Bull",movie,"Drama, Western",1999,tt0171410,6.8,5406,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Sometimes in April",movie,"Drama, History, War",2005,tt0400063,7.7,6136,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Scooby-Doo and the Samurai Sword",movie,"Action, Animation, Comedy",2008,tt1421378,6.4,3530,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Country Teacher",movie,"Drama, Romance",2008,tt1284526,6.9,1528,"CZ, SK"
"The Infernal Cauldron",movie,"Horror, Short",1903,tt0135180,6.6,2483,"AG, BB, BS, HN, NI, TT, US"
"Where the Wild Things Are",movie,"Adventure, Drama, Family",2009,tt0386117,6.7,109522,"BE, FR, MC, PT, US"
